mechanism,n_agents,seed,auction_idx,agent_idx,truthful_valuation,truthful_utility,best_misreport_bid,best_misreport_utility,regret
second_price,5,7,6,1,0.433777,0.000000,0.108444,0.000000,0.000000
second_price,5,7,6,2,0.505510,0.000000,0.126378,0.000000,0.000000
second_price,5,7,6,3,0.552197,0.000000,0.138049,0.000000,0.000000
second_price,5,7,6,4,0.295571,0.000000,0.073893,0.000000,0.000000
weighted_aggregation,5,7,6,0,0.679624,0.159927,1.359248,0.256010,0.096083
weighted_aggregation,5,7,6,1,0.433777,0.079517,0.867554,0.111392,0.031876
weighted_aggregation,5,7,6,2,0.505510,0.099190,1.011020,0.145251,0.046061
weighted_aggregation,5,7,6,3,0.552197,0.112980,1.104395,0.169902,0.056922
weighted_aggregation,5,7,6,4,0.295571,0.046333,0.591142,0.058966,0.012632
second_price,5,7,7,0,0.693703,0.000000,0.173426,0.000000,0.000000
second_price,5,7,7,1,0.153008,0.000000,0.038252,0.000000,0.000000
second_price,5,7,7,2,0.898674,0.036151,0.898674,0.036151,0.000000
second_price,5,7,7,3,0.470862,0.000000,0.117716,0.000000,0.000000
second_price,5,7,7,4,0.862524,0.000000,0.215631,0.000000,0.000000
weighted_aggregation,5,7,7,0,0.693703,0.139668,1.387406,0.231209,0.091541
weighted_aggregation,5,7,7,1,0.153008,0.015216,0.306016,0.017383,0.002167
weighted_aggregation,5,7,7,2,0.898674,0.225683,1.797348,0.403786,0.178103
weighted_aggregation,5,7,7,3,0.470862,0.076276,0.941725,0.111003,0.034727
weighted_aggregation,5,7,7,4,0.862524,0.211496,1.725047,0.374453,0.162957
second_price,5,7,8,0,0.330526,0.000000,0.082632,0.000000,0.000000
second_price,5,7,8,1,0.609937,0.000000,0.152484,0.000000,0.000000
second_price,5,7,8,2,0.738625,0.000000,0.184656,0.000000,0.000000
second_price,5,7,8,3,0.406120,0.000000,0.101530,0.000000,0.000000
second_price,5,7,8,4,0.850141,0.111516,0.850141,0.111516,0.000000
weighted_aggregation,5,7,8,0,0.330526,0.047927,0.661052,0.062956,0.015029
weighted_aggregation,5,7,8,1,0.609937,0.119883,1.219875,0.188773,0.068891
weighted_aggregation,5,7,8,2,0.738625,0.165858,1.477250,0.277808,0.111951
weighted_aggregation,5,7,8,3,0.406120,0.061695,0.812241,0.085582,0.023887
weighted_aggregation,5,7,8,4,0.850141,0.212950,1.700282,0.371287,0.158338
second_price,5,7,9,0,0.601636,0.131735,0.601636,0.131735,0.000000
second_price,5,7,9,1,0.349129,0.000000,0.087282,0.000000,0.000000
second_price,5,7,9,2,0.063205,0.000000,0.015801,0.000000,0.000000
second_price,5,7,9,3,0.469901,0.000000,0.117475,0.000000,0.000000
second_price,5,7,9,4,0.143201,0.000000,0.035800,0.000000,0.000000
weighted_aggregation,5,7,9,0,0.601636,0.154206,1.203272,0.231976,0.077769
weighted_aggregation,5,7,9,1,0.349129,0.068793,0.698258,0.089988,0.021195
weighted_aggregation,5,7,9,2,0.063205,0.008107,0.126411,0.008552,0.000445
weighted_aggregation,5,7,9,3,0.469901,0.104991,0.939801,0.147874,0.042883
weighted_aggregation,5,7,9,4,0.143201,0.021418,0.286403,0.024109,0.002691
second_price,5,7,10,0,0.899633,0.011920,0.899633,0.011920,0.000000
second_price,5,7,10,1,0.404023,0.000000,0.101006,0.000000,0.000000
second_price,5,7,10,2,0.762992,0.000000,0.190748,0.000000,0.000000
second_price,5,7,10,3,0.887714,0.000000,0.221928,0.000000,0.000000
second_price,5,7,10,4,0.649383,0.000000,0.162346,0.000000,0.000000
weighted_aggregation,5,7,10,0,0.899633,0.206179,1.799267,0.377359,0.171181
weighted_aggregation,5,7,10,1,0.404023,0.054997,0.808047,0.076888,0.021891
weighted_aggregation,5,7,10,2,0.762992,0.151638,1.525985,0.263325,0.111687
weighted_aggregation,5,7,10,3,0.887714,0.199907,1.775427,0.364487,0.164581
weighted_aggregation,5,7,10,4,0.649383,0.112418,1.298765,0.184319,0.071902
second_price,5,7,11,0,0.885409,0.139546,0.885409,0.139546,0.000000
second_price,5,7,11,1,0.257510,0.000000,0.064377,0.000000,0.000000
second_price,5,7,11,2,0.745863,0.000000,0.186466,0.000000,0.000000
second_price,5,7,11,3,0.270546,0.000000,0.067637,0.000000,0.000000
second_price,5,7,11,4,0.066996,0.000000,0.016749,0.000000,0.000000
weighted_aggregation,5,7,11,0,0.885409,0.261080,1.770819,0.445471,0.184391
weighted_aggregation,5,7,11,1,0.257510,0.038629,0.515019,0.047763,0.009134
weighted_aggregation,5,7,11,2,0.745863,0.189001,1.491727,0.310152,0.121151
weighted_aggregation,5,7,11,3,0.270546,0.041801,0.541092,0.052198,0.010397
weighted_aggregation,5,7,11,4,0.066996,0.006898,0.133992,0.007310,0.000412
second_price,5,7,12,0,0.008472,0.000000,0.002118,0.000000,0.000000
second_price,5,7,12,1,0.185484,0.000000,0.046371,0.000000,0.000000
second_price,5,7,12,2,0.859478,0.000000,0.214870,0.000000,0.000000
second_price,5,7,12,3,0.334971,0.000000,0.083743,0.000000,0.000000
second_price,5,7,12,4,0.901000,0.041521,0.901000,0.041521,0.000000
weighted_aggregation,5,7,12,0,0.008472,-0.001494,0.002118,-0.001486,0.000008
weighted_aggregation,5,7,12,1,0.185484,0.023421,0.370968,0.027397,0.003976
weighted_aggregation,5,7,12,2,0.859478,0.236960,1.718957,0.405157,0.168197
weighted_aggregation,5,7,12,3,0.334971,0.052161,0.669941,0.068405,0.016244
weighted_aggregation,5,7,12,4,0.901000,0.260859,1.801999,0.450134,0.189276
second_price,5,7,13,0,0.218339,0.000000,0.054585,0.000000,0.000000
second_price,5,7,13,1,0.562052,0.000000,0.140513,0.000000,0.000000
second_price,5,7,13,2,0.708960,0.146908,0.708960,0.146908,0.000000
second_price,5,7,13,3,0.224059,0.000000,0.056015,0.000000,0.000000
second_price,5,7,13,4,0.169605,0.000000,0.042401,0.000000,0.000000
weighted_aggregation,5,7,13,0,0.218339,0.035327,0.436678,0.042230,0.006903
weighted_aggregation,5,7,13,1,0.562052,0.131212,1.124103,0.195528,0.064316
weighted_aggregation,5,7,13,2,0.708960,0.190671,1.417920,0.302477,0.111807
weighted_aggregation,5,7,13,3,0.224059,0.035227,0.448117,0.042294,0.007067
weighted_aggregation,5,7,13,4,0.169605,0.025353,0.339210,0.029184,0.003830
second_price,5,7,14,0,0.509154,0.000000,0.127289,0.000000,0.000000
second_price,5,7,14,1,0.499710,0.000000,0.124927,0.000000,0.000000
second_price,5,7,14,2,0.973958,0.316244,0.730469,0.316244,0.000000
second_price,5,7,14,3,0.362650,0.000000,0.090663,0.000000,0.000000
second_price,5,7,14,4,0.657714,0.000000,0.164428,0.000000,0.000000
weighted_aggregation,5,7,14,0,0.509154,0.087528,1.018308,0.130217,0.042688
weighted_aggregation,5,7,14,1,0.499710,0.086635,0.999419,0.128120,0.041485
weighted_aggregation,5,7,14,2,0.973958,0.273219,1.947916,0.492908,0.219689
weighted_aggregation,5,7,14,3,0.362650,0.054669,0.725300,0.073609,0.018940
weighted_aggregation,5,7,14,4,0.657714,0.133211,1.315427,0.215630,0.082420
second_price,5,7,15,0,0.234734,0.000000,0.058683,0.000000,0.000000
second_price,5,7,15,1,0.846512,0.278748,0.634884,0.278748,0.000000
second_price,5,7,15,2,0.567764,0.000000,0.141941,0.000000,0.000000
second_price,5,7,15,3,0.042868,0.000000,0.010717,0.000000,0.000000
second_price,5,7,15,4,0.036455,0.000000,0.009114,0.000000,0.000000
weighted_aggregation,5,7,15,0,0.234734,0.038154,0.469468,0.046173,0.008019
weighted_aggregation,5,7,15,1,0.846512,0.263535,1.693024,0.433559,0.170024
weighted_aggregation,5,7,15,2,0.567764,0.131681,1.135528,0.196685,0.065004
weighted_aggregation,5,7,15,3,0.042868,0.003748,0.085736,0.003889,0.000140
weighted_aggregation,5,7,15,4,0.036455,0.002762,0.072911,0.002850,0.000088
second_price,5,7,16,0,0.823939,0.045956,0.823939,0.045956,0.000000
second_price,5,7,16,1,0.147311,0.000000,0.036828,0.000000,0.000000
second_price,5,7,16,2,0.512569,0.000000,0.128142,0.000000,0.000000
second_price,5,7,16,3,0.777983,0.000000,0.194496,0.000000,0.000000
second_price,5,7,16,4,0.413602,0.000000,0.103401,0.000000,0.000000
weighted_aggregation,5,7,16,0,0.823939,0.204759,1.647879,0.350529,0.145771
weighted_aggregation,5,7,16,1,0.147311,0.013746,0.294623,0.015601,0.001855
weighted_aggregation,5,7,16,2,0.512569,0.088125,1.025138,0.130542,0.042417
weighted_aggregation,5,7,16,3,0.777983,0.188237,1.555966,0.317360,0.129123
weighted_aggregation,5,7,16,4,0.413602,0.063692,0.827204,0.088523,0.024831
second_price,5,7,17,0,0.809059,0.000000,0.202265,0.000000,0.000000
second_price,5,7,17,1,0.102846,0.000000,0.025711,0.000000,0.000000
second_price,5,7,17,2,0.910411,0.101352,0.910411,0.101352,0.000000
second_price,5,7,17,3,0.496614,0.000000,0.124154,0.000000,0.000000
second_price,5,7,17,4,0.444957,0.000000,0.111239,0.000000,0.000000
weighted_aggregation,5,7,17,0,0.809059,0.194834,1.618118,0.334170,0.139335
weighted_aggregation,5,7,17,1,0.102846,0.010515,0.205691,0.011501,0.000986
weighted_aggregation,5,7,17,2,0.910411,0.245163,1.820821,0.432682,0.187519
weighted_aggregation,5,7,17,3,0.496614,0.087941,0.993229,0.129381,0.041440
weighted_aggregation,5,7,17,4,0.444957,0.073685,0.889914,0.104841,0.031156
second_price,5,7,18,0,0.325250,0.000000,0.081312,0.000000,0.000000
second_price,5,7,18,1,0.797683,0.264388,0.598262,0.264388,0.000000
second_price,5,7,18,2,0.533295,0.000000,0.133324,0.000000,0.000000
second_price,5,7,18,3,0.095126,0.000000,0.023782,0.000000,0.000000
second_price,5,7,18,4,0.083541,0.000000,0.020885,0.000000,0.000000
weighted_aggregation,5,7,18,0,0.325250,0.058108,0.650500,0.075112,0.017004
weighted_aggregation,5,7,18,1,0.797683,0.234366,1.595366,0.382220,0.147853
weighted_aggregation,5,7,18,2,0.533295,0.119436,1.066590,0.175472,0.056036
weighted_aggregation,5,7,18,3,0.095126,0.012717,0.190253,0.013785,0.001067
weighted_aggregation,5,7,18,4,0.083541,0.010681,0.167081,0.011466,0.000786
second_price,5,7,19,0,0.594379,0.000000,0.148595,0.000000,0.000000
second_price,5,7,19,1,0.950915,0.038399,0.950915,0.038399,0.000000
second_price,5,7,19,2,0.912516,0.000000,0.228129,0.000000,0.000000
second_price,5,7,19,3,0.668659,0.000000,0.167165,0.000000,0.000000
second_price,5,7,19,4,0.861056,0.000000,0.215264,0.000000,0.000000
weighted_aggregation,5,7,19,0,0.594379,0.095947,1.188758,0.153675,0.057729
weighted_aggregation,5,7,19,1,0.950915,0.212469,1.901831,0.402343,0.189873
weighted_aggregation,5,7,19,2,0.912516,0.201421,1.825033,0.376834,0.175414
weighted_aggregation,5,7,19,3,0.668659,0.110049,1.337318,0.184244,0.074195
weighted_aggregation,5,7,19,4,0.861056,0.174855,1.722111,0.321092,0.146237
second_price,5,7,20,0,0.374382,0.000000,0.093595,0.000000,0.000000
second_price,5,7,20,1,0.243778,0.000000,0.060945,0.000000,0.000000
second_price,5,7,20,2,0.703942,0.240083,0.527956,0.240083,0.000000
second_price,5,7,20,3,0.300860,0.000000,0.075215,0.000000,0.000000
second_price,5,7,20,4,0.463859,0.000000,0.115965,0.000000,0.000000
weighted_aggregation,5,7,20,0,0.374382,0.068870,0.748764,0.092227,0.023357
weighted_aggregation,5,7,20,1,0.243778,0.039165,0.487557,0.047788,0.008624
weighted_aggregation,5,7,20,2,0.703942,0.183381,1.407884,0.292268,0.108887
weighted_aggregation,5,7,20,3,0.300860,0.050038,0.601721,0.063677,0.013639
weighted_aggregation,5,7,20,4,0.463859,0.092523,0.927717,0.131133,0.038609
second_price,5,7,21,0,0.021807,0.000000,0.005452,0.000000,0.000000
second_price,5,7,21,1,0.326755,0.000000,0.081689,0.000000,0.000000
second_price,5,7,21,2,0.139615,0.000000,0.034904,0.000000,0.000000
second_price,5,7,21,3,0.192910,0.000000,0.048227,0.000000,0.000000
second_price,5,7,21,4,0.823291,0.496536,0.411646,0.496536,0.000000
weighted_aggregation,5,7,21,0,0.021807,0.002371,0.043613,0.002415,0.000045
weighted_aggregation,5,7,21,1,0.326755,0.062017,0.653510,0.079909,0.017893
weighted_aggregation,5,7,21,2,0.139615,0.021290,0.279229,0.023896,0.002606
weighted_aggregation,5,7,21,3,0.192910,0.031632,0.385819,0.037007,0.005376
weighted_aggregation,5,7,21,4,0.823291,0.265446,1.646583,0.427944,0.162498
second_price,5,7,22,0,0.175277,0.000000,0.043819,0.000000,0.000000
second_price,5,7,22,1,0.915558,0.136707,0.915558,0.136707,0.000000
second_price,5,7,22,2,0.778851,0.000000,0.194713,0.000000,0.000000
second_price,5,7,22,3,0.695717,0.000000,0.173929,0.000000,0.000000
second_price,5,7,22,4,0.187503,0.000000,0.046876,0.000000,0.000000
weighted_aggregation,5,7,22,0,0.175277,0.019672,0.350555,0.022865,0.003194
weighted_aggregation,5,7,22,1,0.915558,0.247896,1.831116,0.438531,0.190635
weighted_aggregation,5,7,22,2,0.778851,0.185008,1.557703,0.314226,0.129218
weighted_aggregation,5,7,22,3,0.695717,0.150039,1.391433,0.246202,0.096163
weighted_aggregation,5,7,22,4,0.187503,0.022599,0.375005,0.026533,0.003934
second_price,5,7,23,0,0.139240,0.000000,0.034810,0.000000,0.000000
second_price,5,7,23,1,0.505018,0.000000,0.126254,0.000000,0.000000
second_price,5,7,23,2,0.420968,0.000000,0.105242,0.000000,0.000000
second_price,5,7,23,3,0.526754,0.000000,0.131689,0.000000,0.000000
second_price,5,7,23,4,0.783316,0.256562,0.587487,0.256562,0.000000
weighted_aggregation,5,7,23,0,0.139240,0.017344,0.278481,0.019527,0.002183
weighted_aggregation,5,7,23,1,0.505018,0.100622,1.010035,0.147216,0.046594
weighted_aggregation,5,7,23,2,0.420968,0.074672,0.841937,0.103690,0.029017
weighted_aggregation,5,7,23,3,0.526754,0.106727,1.053508,0.158123,0.051397
weighted_aggregation,5,7,23,4,0.783316,0.205823,1.566632,0.342101,0.136279
second_price,5,7,24,0,0.163519,0.000000,0.040880,0.000000,0.000000
second_price,5,7,24,1,0.681344,0.381557,0.340672,0.381557,0.000000
second_price,5,7,24,2,0.204744,0.000000,0.051186,0.000000,0.000000
second_price,5,7,24,3,0.299787,0.000000,0.074947,0.000000,0.000000
second_price,5,7,24,4,0.241339,0.000000,0.060335,0.000000,0.000000
weighted_aggregation,5,7,24,0,0.163519,0.026049,0.327039,0.029787,0.003738
weighted_aggregation,5,7,24,1,0.681344,0.190249,1.362688,0.294794,0.104545
weighted_aggregation,5,7,24,2,0.204744,0.035271,0.409489,0.041627,0.006357
weighted_aggregation,5,7,24,3,0.299787,0.055825,0.599574,0.070586,0.014760
weighted_aggregation,5,7,24,4,0.241339,0.043187,0.482678,0.052377,0.009190
second_price,5,7,25,0,0.896958,0.217038,0.896958,0.217038,0.000000
second_price,5,7,25,1,0.083606,0.000000,0.020901,0.000000,0.000000
second_price,5,7,25,2,0.679920,0.000000,0.169980,0.000000,0.000000
second_price,5,7,25,3,0.497502,0.000000,0.124375,0.000000,0.000000
second_price,5,7,25,4,0.490146,0.000000,0.122537,0.000000,0.000000
weighted_aggregation,5,7,25,0,0.896958,0.247101,1.793917,0.431235,0.184134
weighted_aggregation,5,7,25,1,0.083606,0.007139,0.167211,0.007678,0.000540
weighted_aggregation,5,7,25,2,0.679920,0.149277,1.359840,0.241772,0.092494
weighted_aggregation,5,7,25,3,0.497502,0.092541,0.995003,0.135814,0.043273
weighted_aggregation,5,7,25,4,0.490146,0.086059,0.980292,0.125726,0.039667
second_price,5,7,26,0,0.702071,0.000000,0.175518,0.000000,0.000000
second_price,5,7,26,1,0.528513,0.000000,0.132128,0.000000,0.000000
second_price,5,7,26,2,0.441512,0.000000,0.110378,0.000000,0.000000
second_price,5,7,26,3,0.737226,0.035156,0.737226,0.035156,0.000000
second_price,5,7,26,4,0.649223,0.000000,0.162306,0.000000,0.000000
weighted_aggregation,5,7,26,0,0.702071,0.147592,1.404141,0.243824,0.096231
weighted_aggregation,5,7,26,1,0.528513,0.093899,1.057025,0.141291,0.047392
weighted_aggregation,5,7,26,2,0.441512,0.070545,0.883024,0.100360,0.029815
weighted_aggregation,5,7,26,3,0.737226,0.163228,1.474452,0.273876,0.110648
weighted_aggregation,5,7,26,4,0.649223,0.130590,1.298446,0.210284,0.079694
second_price,5,7,27,0,0.884734,0.000000,0.221183,0.000000,0.000000
second_price,5,7,27,1,0.897947,0.000000,0.224487,0.000000,0.000000
second_price,5,7,27,2,0.125038,0.000000,0.031259,0.000000,0.000000
second_price,5,7,27,3,0.469124,0.000000,0.117281,0.000000,0.000000
second_price,5,7,27,4,0.920824,0.022877,0.920824,0.022877,0.000000
weighted_aggregation,5,7,27,0,0.884734,0.208790,1.769468,0.377305,0.168515
weighted_aggregation,5,7,27,1,0.897947,0.213131,1.795893,0.386712,0.173581
weighted_aggregation,5,7,27,2,0.125038,0.011644,0.250075,0.013001,0.001357
weighted_aggregation,5,7,27,3,0.469124,0.071741,0.938249,0.104777,0.033036
weighted_aggregation,5,7,27,4,0.920824,0.225430,1.841647,0.411719,0.186289
second_price,5,7,28,0,0.955166,0.209044,0.955166,0.209044,0.000000
second_price,5,7,28,1,0.002804,0.000000,0.000701,0.000000,0.000000
second_price,5,7,28,2,0.524183,0.000000,0.131046,0.000000,0.000000
second_price,5,7,28,3,0.722264,0.000000,0.180566,0.000000,0.000000
second_price,5,7,28,4,0.746122,0.000000,0.186530,0.000000,0.000000
weighted_aggregation,5,7,28,0,0.955166,0.258506,1.910331,0.466781,0.208275
weighted_aggregation,5,7,28,1,0.002804,-0.001524,0.000701,-0.001521,0.000003
weighted_aggregation,5,7,28,2,0.524183,0.089220,1.048365,0.134188,0.044968
weighted_aggregation,5,7,28,3,0.722264,0.153945,1.444527,0.257597,0.103652
weighted_aggregation,5,7,28,4,0.746122,0.165074,1.492243,0.279112,0.114038
second_price,5,7,29,0,0.881126,0.094802,0.881126,0.094802,0.000000
second_price,5,7,29,1,0.409662,0.000000,0.102416,0.000000,0.000000
second_price,5,7,29,2,0.786324,0.000000,0.196581,0.000000,0.000000
second_price,5,7,29,3,0.300899,0.000000,0.075225,0.000000,0.000000
second_price,5,7,29,4,0.599719,0.000000,0.149930,0.000000,0.000000
weighted_aggregation,5,7,29,0,0.881126,0.225635,1.762252,0.398286,0.172651
weighted_aggregation,5,7,29,1,0.409662,0.063452,0.819324,0.088325,0.024874
weighted_aggregation,5,7,29,2,0.786324,0.183324,1.572647,0.313797,0.130473
weighted_aggregation,5,7,29,3,0.300899,0.041222,0.601797,0.052988,0.011766
weighted_aggregation,5,7,29,4,0.599719,0.113583,1.199437,0.178190,0.064607
second_price,5,7,30,0,0.301801,0.000000,0.075450,0.000000,0.000000
second_price,5,7,30,1,0.756884,0.291929,0.567663,0.291929,0.000000
second_price,5,7,30,2,0.429780,0.000000,0.107445,0.000000,0.000000
second_price,5,7,30,3,0.464955,0.000000,0.116239,0.000000,0.000000
second_price,5,7,30,4,0.012805,0.000000,0.003201,0.000000,0.000000
weighted_aggregation,5,7,30,0,0.301801,0.052090,0.603602,0.066300,0.014209
weighted_aggregation,5,7,30,1,0.756884,0.210197,1.513769,0.340388,0.130191
weighted_aggregation,5,7,30,2,0.429780,0.084634,0.859561,0.117374,0.032740
weighted_aggregation,5,7,30,3,0.464955,0.095328,0.929910,0.135066,0.039738
weighted_aggregation,5,7,30,4,0.012805,-0.000166,0.003201,-0.000164,0.000001
second_price,5,7,31,0,0.736963,0.282000,0.552722,0.282000,0.000000
second_price,5,7,31,1,0.271182,0.000000,0.067796,0.000000,0.000000
second_price,5,7,31,2,0.454963,0.000000,0.113741,0.000000,0.000000
second_price,5,7,31,3,0.402945,0.000000,0.100736,0.000000,0.000000
second_price,5,7,31,4,0.384066,0.000000,0.096017,0.000000,0.000000
weighted_aggregation,5,7,31,0,0.736963,0.189379,1.473925,0.307551,0.118172
weighted_aggregation,5,7,31,1,0.271182,0.039668,0.542364,0.049480,0.009812
weighted_aggregation,5,7,31,2,0.454963,0.086317,0.909925,0.122087,0.035770
weighted_aggregation,5,7,31,3,0.402945,0.074698,0.805890,0.102209,0.027511
weighted_aggregation,5,7,31,4,0.384066,0.066819,0.768133,0.090291,0.023471
second_price,5,7,32,0,0.515050,0.000000,0.128763,0.000000,0.000000
second_price,5,7,32,1,0.656278,0.000000,0.164070,0.000000,0.000000
second_price,5,7,32,2,0.144050,0.000000,0.036013,0.000000,0.000000
second_price,5,7,32,3,0.910131,0.253852,0.682598,0.253852,0.000000
second_price,5,7,32,4,0.298209,0.000000,0.074552,0.000000,0.000000
weighted_aggregation,5,7,32,0,0.515050,0.098011,1.030100,0.145004,0.046993
weighted_aggregation,5,7,32,1,0.656278,0.142853,1.312557,0.227913,0.085060
weighted_aggregation,5,7,32,2,0.144050,0.016289,0.288100,0.018429,0.002140
weighted_aggregation,5,7,32,3,0.910131,0.258833,1.820261,0.449879,0.191046
weighted_aggregation,5,7,32,4,0.298209,0.043639,0.596418,0.055761,0.012122
second_price,5,7,33,0,0.724958,0.158428,0.724958,0.158428,0.000000
second_price,5,7,33,1,0.561548,0.000000,0.140387,0.000000,0.000000
second_price,5,7,33,2,0.254875,0.000000,0.063719,0.000000,0.000000
second_price,5,7,33,3,0.566530,0.000000,0.141632,0.000000,0.000000
second_price,5,7,33,4,0.255638,0.000000,0.063909,0.000000,0.000000
weighted_aggregation,5,7,33,0,0.724958,0.181112,1.449916,0.294592,0.113481
weighted_aggregation,5,7,33,1,0.561548,0.115942,1.123096,0.174972,0.059030
weighted_aggregation,5,7,33,2,0.254875,0.038209,0.509750,0.047138,0.008929
weighted_aggregation,5,7,33,3,0.566530,0.120935,1.133059,0.182994,0.062058
weighted_aggregation,5,7,33,4,0.255638,0.036835,0.511275,0.045470,0.008634
second_price,5,7,34,0,0.739051,0.000000,0.184763,0.000000,0.000000
second_price,5,7,34,1,0.762707,0.000000,0.190677,0.000000,0.000000
second_price,5,7,34,2,0.919250,0.156543,0.919250,0.156543,0.000000
second_price,5,7,34,3,0.555176,0.000000,0.138794,0.000000,0.000000
second_price,5,7,34,4,0.718641,0.000000,0.179660,0.000000,0.000000
weighted_aggregation,5,7,34,0,0.739051,0.143893,1.478101,0.247509,0.103616
weighted_aggregation,5,7,34,1,0.762707,0.152312,1.525415,0.264911,0.112599
weighted_aggregation,5,7,34,2,0.919250,0.216563,1.838500,0.399676,0.183113
weighted_aggregation,5,7,34,3,0.555176,0.090757,1.110352,0.140840,0.050083
weighted_aggregation,5,7,34,4,0.718641,0.136679,1.437282,0.232765,0.096086
second_price,5,7,35,0,0.555083,0.000000,0.138771,0.000000,0.000000
second_price,5,7,35,1,0.096361,0.000000,0.024090,0.000000,0.000000
second_price,5,7,35,2,0.958632,0.403548,0.718974,0.403548,0.000000
second_price,5,7,35,3,0.089903,0.000000,0.022476,0.000000,0.000000
second_price,5,7,35,4,0.035321,0.000000,0.008830,0.000000,0.000000
weighted_aggregation,5,7,35,0,0.555083,0.126135,1.110167,0.187727,0.061592
weighted_aggregation,5,7,35,1,0.096361,0.012891,0.192722,0.013989,0.001098
weighted_aggregation,5,7,35,2,0.958632,0.328575,1.917264,0.551734,0.223159
weighted_aggregation,5,7,35,3,0.089903,0.011316,0.179806,0.012215,0.000899
weighted_aggregation,5,7,35,4,0.035321,0.004068,0.070643,0.004194,0.000126
second_price,5,7,36,0,0.032924,0.000000,0.008231,0.000000,0.000000
second_price,5,7,36,1,0.302279,0.000000,0.075570,0.000000,0.000000
second_price,5,7,36,2,0.397487,0.000000,0.099372,0.000000,0.000000
second_price,5,7,36,3,0.844301,0.446814,0.422150,0.446814,0.000000
second_price,5,7,36,4,0.383967,0.000000,0.095992,0.000000,0.000000
weighted_aggregation,5,7,36,0,0.032924,0.002451,0.065847,0.002522,0.000071
weighted_aggregation,5,7,36,1,0.302279,0.052441,0.604558,0.066790,0.014350
weighted_aggregation,5,7,36,2,0.397487,0.074365,0.794973,0.101087,0.026722
weighted_aggregation,5,7,36,3,0.844301,0.253435,1.688602,0.420424,0.166989
weighted_aggregation,5,7,36,4,0.383967,0.071213,0.767934,0.095949,0.024736
second_price,5,7,37,0,0.169313,0.000000,0.042328,0.000000,0.000000
second_price,5,7,37,1,0.229720,0.000000,0.057430,0.000000,0.000000
second_price,5,7,37,2,0.724228,0.089736,0.724228,0.089736,0.000000
second_price,5,7,37,3,0.083655,0.000000,0.020914,0.000000,0.000000
second_price,5,7,37,4,0.634492,0.000000,0.158623,0.000000,0.000000
weighted_aggregation,5,7,37,0,0.169313,0.024981,0.338625,0.028749,0.003769
weighted_aggregation,5,7,37,1,0.229720,0.035951,0.459440,0.043352,0.007401
weighted_aggregation,5,7,37,2,0.724228,0.196399,1.448457,0.313313,0.116914
weighted_aggregation,5,7,37,3,0.083655,0.012161,0.167311,0.013057,0.000895
weighted_aggregation,5,7,37,4,0.634492,0.157999,1.268985,0.243573,0.085573
second_price,5,7,38,0,0.015445,0.000000,0.003861,0.000000,0.000000
second_price,5,7,38,1,0.646246,0.345484,0.323123,0.345484,0.000000
second_price,5,7,38,2,0.118598,0.000000,0.029650,0.000000,0.000000
second_price,5,7,38,3,0.300762,0.000000,0.075191,0.000000,0.000000
second_price,5,7,38,4,0.263234,0.000000,0.065808,0.000000,0.000000
weighted_aggregation,5,7,38,0,0.015445,0.001364,0.030891,0.001382,0.000018
weighted_aggregation,5,7,38,1,0.646246,0.183406,1.292493,0.278079,0.094673
weighted_aggregation,5,7,38,2,0.118598,0.018663,0.237196,0.020577,0.001915
weighted_aggregation,5,7,38,3,0.300762,0.059502,0.601524,0.075070,0.015569
weighted_aggregation,5,7,38,4,0.263234,0.050346,0.526467,0.061889,0.011543
second_price,5,7,39,0,0.574249,0.000000,0.143562,0.000000,0.000000
second_price,5,7,39,1,0.815183,0.240934,0.611387,0.240934,0.000000
second_price,5,7,39,2,0.353369,0.000000,0.088342,0.000000,0.000000
second_price,5,7,39,3,0.244158,0.000000,0.061039,0.000000,0.000000
second_price,5,7,39,4,0.017448,0.000000,0.004362,0.000000,0.000000
weighted_aggregation,5,7,39,0,0.574249,0.128608,1.148498,0.193924,0.065316
weighted_aggregation,5,7,39,1,0.815183,0.235633,1.630365,0.389467,0.153834
weighted_aggregation,5,7,39,2,0.353369,0.062770,0.706738,0.082920,0.020151
weighted_aggregation,5,7,39,3,0.244158,0.038429,0.488315,0.046920,0.008491
weighted_aggregation,5,7,39,4,0.017448,0.000126,0.034895,0.000128,0.000002
second_price,5,7,40,0,0.227794,0.000000,0.056949,0.000000,0.000000
second_price,5,7,40,1,0.086525,0.000000,0.021631,0.000000,0.000000
second_price,5,7,40,2,0.253433,0.000000,0.063358,0.000000,0.000000
second_price,5,7,40,3,0.699362,0.189645,0.524522,0.189645,0.000000
second_price,5,7,40,4,0.509717,0.000000,0.127429,0.000000,0.000000
weighted_aggregation,5,7,40,0,0.227794,0.037385,0.455589,0.044973,0.007588
weighted_aggregation,5,7,40,1,0.086525,0.011911,0.173051,0.012815,0.000904
weighted_aggregation,5,7,40,2,0.253433,0.042878,0.506867,0.052574,0.009696
weighted_aggregation,5,7,40,3,0.699362,0.191075,1.398724,0.300730,0.109655
weighted_aggregation,5,7,40,4,0.509717,0.114419,1.019435,0.165444,0.051025
second_price,5,7,41,0,0.494005,0.000000,0.123501,0.000000,0.000000
second_price,5,7,41,1,0.574019,0.000000,0.143505,0.000000,0.000000
second_price,5,7,41,2,0.533310,0.000000,0.133327,0.000000,0.000000
